TITLE,PUBLISHER,STORY
Central banks in Europe to coordinate on gold: ECB,MarketWatch,dVtcLxRzbdYY0zMtSzM9gaeB_14OM
"FOREX-Euro off to subdued start, PMIs in focus this week",Reuters,dVtcLxRzbdYY0zMtSzM9gaeB_14OM
GLOBAL ECONOMY WEEKAHEAD-No sign of major central banks tightening  ...,Reuters,dVtcLxRzbdYY0zMtSzM9gaeB_14OM
"Credit Suisse CEO says ""very committed"" to Swiss bank",Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
SNB: no change to relationship with C. Suisse after guilty plea,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Credit Suisse sees no impact on business from US tax settlement,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
UPDATE 5-Credit Suisse escapes worst as it pleads guilty to US charges,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Swiss regulator says Credit Suisse management didn't know of misconduct,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Credit Suisse pleads guilty to aiding tax evasion,MarketWatch,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Credit Suisse: Deal to cut $1.8 bln from profit,MarketWatch,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Swiss regulator says CSuisse management didn't know of misconduct,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Swiss stocks - Factors to watch on May 20,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
Credit Suisse guilty plea likely to be announced Monday,Reuters,ds-TCBNxLP7-SlMB9-lOWovTLSE_M
"European shares slip, Vodafone drops after results",Reuters,d5U_wamCIMERFaMINjAWXKgW9PJcM
UPDATE 2-Vodafone sees 2015 earnings hit by network investment,Reuters,d5U_wamCIMERFaMINjAWXKgW9PJcM
Vodafone sees 2015 earnings hit by network investment,Reuters,d5U_wamCIMERFaMINjAWXKgW9PJcM
Vodafone boosted by Verizon deal,MarketWatch,d5U_wamCIMERFaMINjAWXKgW9PJcM
UPDATE 1-Wearable camera maker GoPro files to go public,Reuters,dcBdM84HcjMMxeMvRj2J9-k-HJsaM
GoPro reveals IPO papers,MarketWatch,dcBdM84HcjMMxeMvRj2J9-k-HJsaM
UPDATE 3-Target replaces president of money-losing Canadian unit,Reuters,dkCrbRTgV1LynRMI5mMzN-48b-B0M
Target names new head of troubled Canadian operations,Reuters,dkCrbRTgV1LynRMI5mMzN-48b-B0M
Target replaces president of Canadian business,MarketWatch,dkCrbRTgV1LynRMI5mMzN-48b-B0M
PRECIOUS-Platinum gains on supply worries; gold treads water below $1300,Reuters,dF5bW8bFaCOF4XMOT6PobLBIeklNM
Demand data fail to give gold much of a boost,MarketWatch,dF5bW8bFaCOF4XMOT6PobLBIeklNM
Gold holds to tight range after demand data,MarketWatch,dF5bW8bFaCOF4XMOT6PobLBIeklNM
PRECIOUS-Platinum firm on South African strikes; gold eases below $1300,Reuters,dF5bW8bFaCOF4XMOT6PobLBIeklNM
PRECIOUS-Platinum extends gains on South African strikes; gold firm,Reuters,dF5bW8bFaCOF4XMOT6PobLBIeklNM
Gold settles with a gain after two session decline,MarketWatch,dF5bW8bFaCOF4XMOT6PobLBIeklNM
PRECIOUS-Gold slips on economic optimism; platinum adds to gains,Reuters,dF5bW8bFaCOF4XMOT6PobLBIeklNM
Home Depot says May sales 'robust' on post-winter demand,Reuters,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"UPDATE 3-Home Depot says May sales ""robust"" on post-winter demand",Reuters,d8HxQRr1Yqou3aMiE3mut7cla4lBM
CORRECTED-UPDATE 2-Slow start to spring selling season hurts Home Depot  ...,Reuters,d8HxQRr1Yqou3aMiE3mut7cla4lBM
US stock futures waver; Home Depot results miss mark,MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"Home Depot profit, sales fall short of estimates",MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"Home Depot profit grows, but misses views",MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
Home Depot's first-quarter sales rise 2.9 pct,Reuters,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"US stock futures slip ahead of Home Depot, Staples",MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"Home Depot, Staples, Salesforce.com are stocks to watch",MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
"For Home Depot's earnings — well, it's complicated",MarketWatch,d8HxQRr1Yqou3aMiE3mut7cla4lBM
UPDATE 1-Salesforce.com raises forecast after revenue beats Street,Reuters,dhgkU8LXSWyd8jMS4dAvrp6mjMr8M
Salesforce.com loss widens but outlook lifts stock,MarketWatch,dhgkU8LXSWyd8jMS4dAvrp6mjMr8M
"Salesforce rallies, but Intuit tumbles",MarketWatch,dhgkU8LXSWyd8jMS4dAvrp6mjMr8M
"WRAPUP 1-Fed's Dudley sees ""relatively slow"" rate hike cycle",Reuters,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
"Dow ends at lowest level in 3 weeks as Plosser, retailers weigh: stock market  ...",MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Dudley signals support for reverse repo tool,Reuters,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Plosser: Massive bank reserves could trigger inflation,Reuters,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Plosser says 'uncertainty' slowing US recovery,Reuters,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
"Treasurys rise on Dudley comments, positioning",MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
"UPDATE 1-NY Fed's Dudley says inflation drifting up, economic growth lagging",Reuters,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Dudley says pace of rate hikes to be 'slow',MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Dudley: Rate hike pace 'will be relatively slow',MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Fed's Plosser: Rates may need to rise earlier if growth picks up,MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Treasurys edge up ahead of Fed speakers,MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Low interest rates have few fans,MarketWatch,dwMKM5kPWrIOj8Ml2CSOKwz46dKTM
Bank of England minutes show some members closer to voting for rate rise,Reuters,duVJvN92-QU5KFMWv3_ThxbESOoSM
UPDATE 1-Bank of England minutes show some members closer to voting for  ...,Reuters,duVJvN92-QU5KFMWv3_ThxbESOoSM
BOE minutes show first hint of votes for rate hike,MarketWatch,duVJvN92-QU5KFMWv3_ThxbESOoSM
Central banks can expect a bumpy ride: BOE's Bean,MarketWatch,duVJvN92-QU5KFMWv3_ThxbESOoSM
UPDATE 2-Tiffany raises forecast as new jewelry collections sparkle,Reuters,dwrKVe5CgTeKKCMrlSpYM4vMh37hM
UPDATE 1-Tiffany raises forecast as lower-priced jewelry woos US customers,Reuters,dwrKVe5CgTeKKCMrlSpYM4vMh37hM
Tiffany profit surges as sales grow in all regions,MarketWatch,dwrKVe5CgTeKKCMrlSpYM4vMh37hM
Staples sinks on earnings; GM slides on more recalls,MarketWatch,dgobBUztGHilmOM4ih0S-SJgdvzsM
UPDATE 2-Urban Outfitters' profit lags Street as costs rise,Reuters,dgobBUztGHilmOM4ih0S-SJgdvzsM
Urban Outfitters' profit falls 20 percent,Reuters,dgobBUztGHilmOM4ih0S-SJgdvzsM
Urban Outfitters shares fall on earnings miss,MarketWatch,dgobBUztGHilmOM4ih0S-SJgdvzsM
Urban Outfitters profit down 20% as costs rise,MarketWatch,dgobBUztGHilmOM4ih0S-SJgdvzsM
JPMorgan Chase pledges $100 mln to aid Detroit recovery,Reuters,dWOIBeWm__enNTMBBMybO_yJq__oM
Some J.P. Morgan shareholders aren't fools,MarketWatch,dWOIBeWm__enNTMBBMybO_yJq__oM
UPDATE 1-Target shows signs of turnaround as sales fall less than expected,Reuters,dtkDCRCL4dqsg1MJ87BpNPiNa4ApM
Target earnings drop 16% as data breach takes toll,MarketWatch,dtkDCRCL4dqsg1MJ87BpNPiNa4ApM
Target earnings fall 16% as fewer shoppers visit,MarketWatch,dtkDCRCL4dqsg1MJ87BpNPiNa4ApM
Target names new head of troubled Canadian operations,Reuters,dtkDCRCL4dqsg1MJ87BpNPiNa4ApM
Target Announces U.S. and Canada Leadership Changes to Drive Company's  ...,MarketWatch,dtkDCRCL4dqsg1MJ87BpNPiNa4ApM
"FOREX-Yen at 3-1/2 mth high on BOJ Kuroda's optimism, sterling shines",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"WRAPUP 3-BOJ offers brighter view on economy, dashes near-term policy  ...",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"BOJ offers brighter view on economy, dashes near-term policy easing hopes",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
REUTERS INSIDER LIVE-Watch BOJ governor's press conference (Japanese  ...,Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
HIGHLIGHTS-BOJ Governor Kuroda comments at news conference,Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"GLOBAL MARKETS-Wall Street gloom stifles Asian shares, dollar dips",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"Bank of Japan stands pat on policy, ups capex view",MarketWatch,dw51LrENjurxxbMmPZWWFfB10FOrM
"RPT-BOJ offers brighter view on capex, policy steady",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"FOREX-Wounded dollar eyes BOJ, Aussie slides to 2-week low",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
Nikkei falls as BOJ awaited; construction equipment makers hit by Caterpillar,Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"BOJ may offer brighter view on capex, policy on hold",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"FOREX-Aussie slides against dollar, eyes on ECB speakers",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"GLOBAL MARKETS-Asian shares edge down, dollar struggles",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"FOREX-BOJ's stance, falling global debt yields support yen",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
"FOREX-Yen buoyed by BOJ's stance, falling global yields",Reuters,dw51LrENjurxxbMmPZWWFfB10FOrM
CORRECTED-UPDATE 3-EBay says client information stolen in hacking attack,Reuters,dOgKaE8Yc13Gx_MIqdQO0yShye5qM
EBay asks users to change passwords after hack attack,MarketWatch,dOgKaE8Yc13Gx_MIqdQO0yShye5qM
Euro-zone business activity slows in May,MarketWatch,dtPhHPddwVSZxEMKNp9zEp0kqCNQM
German business activity holds steady in May: Markit,MarketWatch,dtPhHPddwVSZxEMKNp9zEp0kqCNQM
PRECIOUS-Gold inches down as fund outflows gather pace,Reuters,dtPhHPddwVSZxEMKNp9zEp0kqCNQM
China manufacturing data blows past forecasts,MarketWatch,dhZ_KtMiHhG0DQMISnJ-wO1Ebz6WM
HSBC China manufacturing PMI rises,MarketWatch,dhZ_KtMiHhG0DQMISnJ-wO1Ebz6WM
"GLOBAL ECONOMY-China, Japan factory output improves, but still contracting",Reuters,dhZ_KtMiHhG0DQMISnJ-wO1Ebz6WM
"UPDATE 1-China HSBC flash PMI at five-month high of 49.7, orders rebound but  ...",Reuters,dhZ_KtMiHhG0DQMISnJ-wO1Ebz6WM
GLOBAL MARKETS- Steady growth signs lift European stocks and bonds,Reuters,diFn0RQkzXJMpPM0YhGyH5-bv2HQM
European stocks wobble with EU elections in sight,MarketWatch,diFn0RQkzXJMpPM0YhGyH5-bv2HQM
UPDATE 1-Putin ally expects flurry of China deals in new role,Reuters,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
RPT-Fitch: China Deal Can Aid Gazprom Without Hurting Europe Export,Reuters,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
FACTBOX-Details of Russia-China gas deal,Reuters,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
RPT-CNPC-Gazprom Deal a Medium-Term Positive for China's Gas Sector,Reuters,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
UPDATE 1-Kerry says Russia-China gas deal not linked to Ukraine,Reuters,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
"Russia, China fail to reach gas deal",MarketWatch,dsRPIzRD3noD3KMiA_ckpFaeGC9JM
UPDATE 4-HP may cut up to 16000 more jobs as results disappoint,Reuters,dDNMBBtcy9cUvoMBnYTq2NHbe0b9M
"HP reports higher profit, will slash more jobs",MarketWatch,dDNMBBtcy9cUvoMBnYTq2NHbe0b9M
UPDATE 3-HP may cut up to 16000 more jobs as results disappoint,Reuters,dDNMBBtcy9cUvoMBnYTq2NHbe0b9M
McDonald's CEO defends marketing to kids,MarketWatch,d-8KcZQg2n73wrMvmqQ1unt8d42DM
UPDATE 1-McDonald's shareholders approve chain's executive compensation,Reuters,d-8KcZQg2n73wrMvmqQ1unt8d42DM
UPDATE 3-Shares of China's JD.com climb in US market debut,Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
JD.com bonus for CEO Liu raises governance concerns,Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
UPDATE 2-JD.com bonus for CEO Liu raises governance concerns,Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"CORRECTED-UPDATE 3-China's JD.com IPO raises $1.78 bln, augurs well for  ...",Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"China's JD.com IPO raises $1.78 billion, augurs well for Alibaba",Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"JD.com IPO a hit, seen as proxy for Alibaba",MarketWatch,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
Shares of China's JD.com soar 17 pct in market debut,Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"UPDATE 2-China's JD.com prices IPO above expectations, bodes well for Alibaba",Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"China's JD.com prices IPO above expectations, bodes well for Alibaba",Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
JD.com IPO priced above range at $19 - underwriters,Reuters,dAvzDqLvyzLK2lMRSHAQjMk17lhfM
"UPDATE 2-GameStop revenue rises as demand for new consoles, mobile grows",Reuters,d9wr3dCvr3Vb2QMfRACR7GNfEuyEM
GameStop revenue rises 7 pct due to new console demand,Reuters,d9wr3dCvr3Vb2QMfRACR7GNfEuyEM
GameStop first-quarter profit rises 25%,MarketWatch,d9wr3dCvr3Vb2QMfRACR7GNfEuyEM
"With Hess deal, Marathon fuel traders gain big East Coast foothold",Reuters,dr9-nhl7NdG4ieM1-XXB0W177eqYM
"With Hess deal, Marathon fuel traders gain big E.Coast foothold",Reuters,dr9-nhl7NdG4ieM1-XXB0W177eqYM
UPDATE 3-Marathon Petroleum to buy Hess's retail business for $2.87 bln,Reuters,dr9-nhl7NdG4ieM1-XXB0W177eqYM
Marathon to buy Hess retail arm for $2.6 billion,MarketWatch,dr9-nhl7NdG4ieM1-XXB0W177eqYM
REFILE-Facebook narrows audience that sees new users' first posts,Reuters,dH6WrL6-XKOkzdMM-Ww3fLTvNzNtM
Facebook wants you to think hard before you share,MarketWatch,dH6WrL6-XKOkzdMM-Ww3fLTvNzNtM
UPDATE 3-Barclays slapped with $44 mln fine over gold price fix,Reuters,dFQQ1tx-05l7Z2Mi4lmD2qRdUDy1M
"Barclays shares rise, bucking losses on FTSE 100",MarketWatch,dFQQ1tx-05l7Z2Mi4lmD2qRdUDy1M
UPDATE 1-Samsung may unveil 'watch-phone' as early as June -WSJ,Reuters,dP6Pdj4P7vRHcRMDTrRLgqrSKWemM
Samsung to introduce stand-alone Smartwatch,MarketWatch,dP6Pdj4P7vRHcRMDTrRLgqrSKWemM
Investing in a hedge fund isn't really worth the bother,MarketWatch,dVHbwbzWB8INhmMeX8ZxODpk9oTCM
UPDATE 1-Ex-SAC Capital exec's hedge fund boosts Asian start-up pipeline,Reuters,dVHbwbzWB8INhmMeX8ZxODpk9oTCM
Former SAC Capital fund manager Xu to launch hedge fund -sources,Reuters,dVHbwbzWB8INhmMeX8ZxODpk9oTCM
3 bullish moves by hedge fund Millennium Management,MarketWatch,dVHbwbzWB8INhmMeX8ZxODpk9oTCM
"FOREX-Euro falls to 3-month low on German data, EU election uncertainty",Reuters,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
European stocks wobble; German Ifo data disappoint,MarketWatch,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
UPDATE 2-German economy to slow after strongest quarter in 3 yrs in Q1,Reuters,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
German Ifo index disappoints with fall in May,MarketWatch,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
European stocks wobble; German Ifo data disappoints,MarketWatch,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
Investment and consumers drive German Q1 growth to 3-yr high,Reuters,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
German GDP growth confirmed for first quarter,MarketWatch,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
Italy and Spain underperform as European equities edge up,Reuters,dbkKKGvmco5W-0MBu5Xnw9dtIrqJM
"S&P 500 ends at record on housing, HP; transports fly",Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
"US STOCKS-S&P 500 ends at record on housing, HP; transports fly",Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
"US STOCKS SNAPSHOT-S&P 500 ends at record high; housing, HP help",Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
US stocks rise; S&P 500 hits 1900,MarketWatch,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
US STOCKS-S&P 500 on path to new closing high; homebuilders lead,Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
US stocks edge higher; S&P nears record level,MarketWatch,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
US STOCKS-Wall St to open flat ahead of new home sales data,Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
US STOCKS-Futures edge higher; new home sales data on tap,Reuters,deZNJZ6HJbHr9xMJclJdFBMFF8oLM
RPT-Wall St Week Ahead-Fear strikes out on Wall Street,Reuters,dTBOUwDhRd1uXWMhUt1fthQh22viM
Should you sell short a dull stock market this summer?,MarketWatch,dTBOUwDhRd1uXWMhUt1fthQh22viM
UPDATE 1-BOJ's Iwata signals chance of tapering if economy overheats,Reuters,dTkQjl4yJ88sSEM39RITqLZ2QnsyM
Bank of Japan chief signals impatience with Abe government,MarketWatch,dTkQjl4yJ88sSEM39RITqLZ2QnsyM
FOREX-Euro roughly flat after Eurosceptic surge,Reuters,djOPh04WnN4_fmMi97wZVdgMjseYM
ECB's Draghi: Low inflation could delay spending,MarketWatch,djOPh04WnN4_fmMi97wZVdgMjseYM
"FOREX-Euro wallows near lows, ECB Draghi speech awaited",Reuters,djOPh04WnN4_fmMi97wZVdgMjseYM
Sony signs video-game deal with Oriental Pearl,MarketWatch,dEftysQ9yeuUWXMsEDcrJ5jHz_tMM
"UPDATE 1-Sony, Shanghai Oriental Pearl to set up China PlayStation JVs",Reuters,dEftysQ9yeuUWXMsEDcrJ5jHz_tMM
France shaken by National Front 'earthquake',MarketWatch,diX7JW3Zl5pjQWMtToVRtPBi_b4yM
UPDATE 4-France's Hollande wants to change EU focus after far-right win,Reuters,diX7JW3Zl5pjQWMtToVRtPBi_b4yM
Determined Juncker sets out case to head European Commission,Reuters,diX7JW3Zl5pjQWMtToVRtPBi_b4yM
"WRAPUP 3-US factory, confidence data boost growth prospects",Reuters,daWumDJV9phP8iMz1GMnv8BUxnvVM
April durable-goods orders get military boost,MarketWatch,daWumDJV9phP8iMz1GMnv8BUxnvVM
TABLE-US April durable goods orders rise 0.8 pct,Reuters,daWumDJV9phP8iMz1GMnv8BUxnvVM
April durable-goods orders up 0.8% on military bookings,MarketWatch,daWumDJV9phP8iMz1GMnv8BUxnvVM
Draghi says ECB aware of risks from low inflation,MarketWatch,dD6fl5O0v4jfl2MySumxMHz7thARM
ECB goes on 300 million euro spending spree for bank watchdog,Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
"US STOCKS-S&P 500 at fresh record, small caps continue to bounce",Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
GLOBAL MARKETS-World shares hover near record high,Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
Economics and politics align for ECB: James Saft,Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
"Euro zone inflation seen well below 2 pct in 2014, 15 -Nowotny",Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
FOREX-Euro drifts off low but US holiday saps momentum,Reuters,dD6fl5O0v4jfl2MySumxMHz7thARM
Europe stocks rise; Italian banks soar after elections,MarketWatch,dD6fl5O0v4jfl2MySumxMHz7thARM
UPDATE 4-Pilgrim's bid for Hillshire puts Pinnacle deal in peril,Reuters,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
"US STOCKS-S&P 500 hits record on mergers, small-cap rebound",Reuters,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
UPDATE 3-Pilgrim's bid for Hillshire puts Pinnacle deal in peril,Reuters,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
Brazilian family behind bid for Hillshire Brands,MarketWatch,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
SHAREHOLDER ALERT:Maryland-Based Law Firm Brower Piven Announces  ...,MarketWatch,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
CORRECTED-UPDATE 1-Pilgrim's Pride offers to buy Hillshire in $6.4 bln deal,Reuters,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
Hillshire surges on Pilgrim's Pride merger offer,MarketWatch,dtV5TTt-kMfAIxMPRonHOPCh1Z-EM
Valeant boosts cash part of Allergan bid by $10 a share,MarketWatch,dfvPW3eIoWDEStM5cgQTfp12dTWpM
"UPDATE 1-Valeant raises bid for Allergan, values Botox-maker at $49.44 bln",Reuters,dfvPW3eIoWDEStM5cgQTfp12dTWpM
Valeant increases bid for Botox-maker Allergan,Reuters,dfvPW3eIoWDEStM5cgQTfp12dTWpM
UPDATE 1-Allergan makes case against Valeant takeover ahead of higher bid,Reuters,dfvPW3eIoWDEStM5cgQTfp12dTWpM
Allergan says Valeant's offer overstated tax and R&D savings,Reuters,dfvPW3eIoWDEStM5cgQTfp12dTWpM
UPDATE 2-GE strengthens hand in Alstom battle with pledge for 1000 French jobs,Reuters,ddK0sP1k-jdmM9M07CKiSLckeTqgM
GE pledges 1000 new French jobs as part of Alstom deal-source,Reuters,ddK0sP1k-jdmM9M07CKiSLckeTqgM
"UPDATE 1-GE, Siemens defend rival plans for France's Alstom",Reuters,ddK0sP1k-jdmM9M07CKiSLckeTqgM
GE aims to soothe French concerns over bid for Alstom unit,MarketWatch,ddK0sP1k-jdmM9M07CKiSLckeTqgM
Siemens hopes to submit Alstom bid by June 16,Reuters,ddK0sP1k-jdmM9M07CKiSLckeTqgM
Treasurys mostly rise after lackluster auction,MarketWatch,dqt8zAdiCLalsdM0iWJ3h4tcyo2fM
TREASURIES-Long-end prices rise for a 2nd day on month-end support,Reuters,dqt8zAdiCLalsdM0iWJ3h4tcyo2fM
"Apple hopes Beats co-founder's ""ear"" can help amid ""dying"" music industry",Reuters,dh3DflonpK6P6LMOoaLIxjnrbUEdM
Apple needs Beats deal to revive iTunes,MarketWatch,dh3DflonpK6P6LMOoaLIxjnrbUEdM
TREASURIES OUTLOOK-Yields slump; 10-year slides to near 11-month low,Reuters,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
TREASURIES-Yields slump; 10-year slides to near 11-month low,Reuters,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
10-year Treasury yield hits nearly one-year low,MarketWatch,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
TREASURIES-Yields tumble broadly; 10-year slides to near 11-month low,Reuters,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
TREASURIES-10-year yields tumble to 10-month low in line with Germany,Reuters,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
10-year Treasury yield sinks to lowest in 11 months,MarketWatch,dzSgRJFA9-MB0cMsRR4PVHNM5er8M
Book publisher Hachette says working to resolve Amazon dispute,Reuters,dzFB2GwXZE9qsyMC5qQNQ1CmcMPrM
Hachette rejects Amazon proposal for joint author fund,MarketWatch,dzFB2GwXZE9qsyMC5qQNQ1CmcMPrM
European shares hold steady near multi-year highs,Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"GLOBAL MARKETS-Asian shares at 1-year high, bonds fly high on ECB hopes",Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
FOREX-Dollar takes breather after rally; euro near 3-month low,Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"FOREX-Dollar at 2-month highs as sterling turns tail, euro sinks",Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
UPDATE 1-ECB warns investors' gamble for profit could backfire,Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
UPDATE 1-Spanish yields hit record lows on ECB's easing signals,Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"GLOBAL MARKETS-US, euro zone bonds rally on expected ECB easing",Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"Deposit rate cut, targeted LTRO in June could boost euro zone lending-Reuters  ...",Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
Euro falls below $1.36 as ECB action seems likely,MarketWatch,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
Euro falls near $1.36; dollar falls vs. yen,MarketWatch,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"FOREX-Euro hits new 3-month low, sterling falls",Reuters,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
ECB comfortable with range of measures: Mersch,MarketWatch,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
Bank lending to euro-zone businesses drops again,MarketWatch,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
"Dollar inches down vs. euro, hovers near ¥102",MarketWatch,dstMYX5TPmpOkUM8aMg0Q-mfPeioM
Hillshire jumps on new offer; Krispy Kreme sinks,MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
"Stocks to watch: Krispy Kreme, Quiksilver, GM",MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
Krispy Kreme cuts adjusted earnings outlook as costs rise,Reuters,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
UPDATE 1-Krispy Kreme cuts adjusted earnings outlook as costs rise,Reuters,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
Krispy Kreme cuts outlook as weather hurts sales,MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
Krispy Kreme shares drop in after-hours session,MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
Earnings preview: Krispy Kreme,MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
"Allergan, Conn's, Krispy Kreme are stocks to watch",MarketWatch,dVV5z8UmGUFI_-MUFIeC1yyFyYFTM
"UPDATE 2-China PMIs fuel hope economy is stabilising, property still a wild card",Reuters,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
China service sector improves in May,MarketWatch,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
Taiwan manufacturing picks up pace in May,MarketWatch,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
China official services PMI hits six-month high,Reuters,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
"GLOBAL ECONOMY-China, US factory growth accelerates; euro zone stumbles",Reuters,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
CORRECTED-UPDATE 1-Indian factory sector expands at slightly faster pace in  ...,Reuters,dR0-DLfMF52PQhMu-ciaK9JI-sVrM
